image_name,label_name,width,height,x1,y1,x2,y2,yolo_class_id,class_name,method,review_status,notes,bbox_area_ratio,bbox_aspect_ratio,review_priority,review_reasons
user_primary_filter_002.jpg,user_primary_filter_002.txt,4000,2252,0,0,4000,1922,0,filter,edge_grid_candidate,must_review_in_roboflow,Heuristic pre-label only; correct or delete in Roboflow before training.,0.8535,2.081,8,touches_image_edge|bbox_too_large|starts_near_top
user_primary_filter_008.jpg,user_primary_filter_008.txt,952,680,21,0,952,580,0,filter,edge_grid_candidate,must_review_in_roboflow,Heuristic pre-label only; correct or delete in Roboflow before training.,0.8341,1.605,8,touches_image_edge|bbox_too_large|starts_near_top
user_primary_filter_011.png,user_primary_filter_011.txt,1252,463,0,0,1084,337,0,filter,edge_grid_candidate,must_review_in_roboflow,Heuristic pre-label only; correct or delete in Roboflow before training.,0.6302,3.217,8,touches_image_edge|bbox_too_large|starts_near_top
user_primary_filter_012.jpg,user_primary_filter_012.txt,1106,606,0,0,1106,516,0,filter,edge_grid_candidate,must_review_in_roboflow,Heuristic pre-label only; correct or delete in Roboflow before training.,0.8515,2.143,8,touches_image_edge|bbox_too_large|starts_near_top
user_primary_filter_014.png,user_primary_filter_014.txt,1164,360,0,0,1069,306,0,filter,edge_grid_candidate,must_review_in_roboflow,Heuristic pre-label only; correct or delete in Roboflow before training.,0.7806,3.493,8,touches_image_edge|bbox_too_large|starts_near_top
user_primary_filter_015.jpg,user_primary_filter_015.txt,1272,468,0,0,1272,370,0,filter,edge_grid_candidate,must_review_in_roboflow,Heuristic pre-label only; correct or delete in Roboflow before training.,0.7906,3.438,8,touches_image_edge|bbox_too_large|starts_near_top
user_primary_filter_017.jpg,user_primary_filter_017.txt,1266,462,0,0,1266,363,0,filter,edge_grid_candidate,must_review_in_roboflow,Heuristic pre-label only; correct or delete in Roboflow before training.,0.7857,3.488,8,touches_image_edge|bbox_too_large|starts_near_top
user_primary_filter_020.jpg,user_primary_filter_020.txt,1192,482,0,0,1192,410,0,filter,edge_grid_candidate,must_review_in_roboflow,Heuristic pre-label only; correct or delete in Roboflow before training.,0.8506,2.907,8,touches_image_edge|bbox_too_large|starts_near_top
user_primary_filter_022.jpg,user_primary_filter_022.txt,1228,519,0,0,1228,442,0,filter,edge_grid_candidate,must_review_in_roboflow,Heuristic pre-label only; correct or delete in Roboflow before training.,0.8516,2.778,8,touches_image_edge|bbox_too_large|starts_near_top
user_primary_filter_025.jpg,user_primary_filter_025.txt,926,694,0,0,926,592,0,filter,edge_grid_candidate,must_review_in_roboflow,Heuristic pre-label only; correct or delete in Roboflow before training.,0.8530,1.564,8,touches_image_edge|bbox_too_large|starts_near_top
