combined_relative_path,combined_index,source_round,source_rel_to_copy,accepted_relative_path,candidate_relative_path,relative_path,source_page,url,alt,sha256,bytes,source_type,license_status,target_class,label_status,visual_review_status,notes
10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_combined/combined_filter_seed_001.jpg,1,round1_visual_accepted,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_001.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_001.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_visible_candidates/filter_candidate_001.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled/003_ZuSXJ0ELtSvb0Ila5WYblA.jpg,https://www.lge.co.kr/support/solutions-1433235107665,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=ZuSXJ0ELtSvb0Ila5WYblA&portalId=P1,타입A 후크를 위로 올리며 커버를 열어주세요.,fdcbf8743d0ddce944e3cdbc527d486ec8e170e10cb0a1f2ae28cec24af3ad44,93626,lg_official_support_public_page,official_public_support_candidate_not_explicit_training_license,filter,ready_for_roboflow_filter_bbox,accepted_filter_visible_candidate,LG official support image candidate; verify visual relevance before Roboflow labeling
10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_combined/combined_filter_seed_002.jpg,2,round1_visual_accepted,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_002.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_002.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_visible_candidates/filter_candidate_002.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled/004_SmiqIfQISRM1NDTuljayEg.jpg,https://www.lge.co.kr/support/solutions-1433235107665,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=SmiqIfQISRM1NDTuljayEg&portalId=P1,타입B 후크를 위로 올리며 커버를 열어주세요.,ce97a58203898e09fe221109c48ab6935ae1cc91de4784099b7c0810b2992e4f,85003,lg_official_support_public_page,official_public_support_candidate_not_explicit_training_license,filter,ready_for_roboflow_filter_bbox,accepted_filter_visible_candidate,LG official support image candidate; verify visual relevance before Roboflow labeling
10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_combined/combined_filter_seed_003.jpg,3,round1_visual_accepted,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_003.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_003.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_visible_candidates/filter_candidate_003.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled/005_L4RSY2YT6jVhVAJ65kssA.jpg,https://www.lge.co.kr/support/solutions-1433235107665,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=L4RSY2YT6jVhVAJ65kssA&portalId=P1,타입C 후크를 전부 아래로 방향으로 하고 열어주세요.,20879b7911cb59dd133b7410b3d92b0f777aabb5066574f03d8a1a33b0a719ba,99259,lg_official_support_public_page,official_public_support_candidate_not_explicit_training_license,filter,ready_for_roboflow_filter_bbox,accepted_filter_visible_candidate,LG official support image candidate; verify visual relevance before Roboflow labeling
10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_combined/combined_filter_seed_004.jpg,4,round1_visual_accepted,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_004.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_004.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_visible_candidates/filter_candidate_004.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled/008_lh8j8GeJlMF3o8h11v4A.jpg,https://www.lge.co.kr/support/solutions-1433235107665,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=lh8j8GeJlMF3o8h11v4A&portalId=P1,고정걸이 두 곳을 눌러 프리필터를 꺼내세요.,c8f5e436a1dc44f04d1b94da2af4eda4908f61190d7363a0b981b368a9d50f2b,74399,lg_official_support_public_page,official_public_support_candidate_not_explicit_training_license,filter,ready_for_roboflow_filter_bbox,accepted_filter_visible_candidate,LG official support image candidate; verify visual relevance before Roboflow labeling
10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_combined/combined_filter_seed_005.jpg,5,round1_visual_accepted,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_005.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_005.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_visible_candidates/filter_candidate_005.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled/009_qKo6q6lEoHdXY7fieHLjA.jpg,https://www.lge.co.kr/support/solutions-1433235107665,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=qKo6q6lEoHdXY7fieHLjA&portalId=P1,극초미세 먼지 필터의 고정 걸이 두 곳을 눌러 극초미세 먼지 필터를 꺼내세요.,cc370004ca491a86422bc539be572da95ee4eda3819b10b85f078bf5311a7696,91592,lg_official_support_public_page,official_public_support_candidate_not_explicit_training_license,filter,ready_for_roboflow_filter_bbox,accepted_filter_visible_candidate,LG official support image candidate; verify visual relevance before Roboflow labeling
10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_combined/combined_filter_seed_006.jpg,6,round1_visual_accepted,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_006.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_006.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_visible_candidates/filter_candidate_006.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled/010_RUd704mnRozjUtRfgCf5Q.jpg,https://www.lge.co.kr/support/solutions-1433235107665,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=RUd704mnRozjUtRfgCf5Q&portalId=P1,광촉매 탈취필터를 잡아당겨 꺼내세요.,93772d9b914dc0da21b0c5b15f4f1c4f891f7612a7fc8acb033dc7e7b6d3e07e,61372,lg_official_support_public_page,official_public_support_candidate_not_explicit_training_license,filter,ready_for_roboflow_filter_bbox,accepted_filter_visible_candidate,LG official support image candidate; verify visual relevance before Roboflow labeling
10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_combined/combined_filter_seed_007.jpg,7,round1_visual_accepted,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_007.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_007.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_visible_candidates/filter_candidate_007.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled/011_oyKh9GrWTeDZpSiBlqZFIQ.jpg,https://www.lge.co.kr/support/solutions-1433235107665,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=oyKh9GrWTeDZpSiBlqZFIQ&portalId=P1,분리한 필터를 진공청소기나 부드러운 솔로 청소해 줍니다.,22fe8fed595cd501d2d54af7e3efaf86438e2cec1a37ec913fd736cf84f8d0c4,82859,lg_official_support_public_page,official_public_support_candidate_not_explicit_training_license,filter,ready_for_roboflow_filter_bbox,accepted_filter_visible_candidate,LG official support image candidate; verify visual relevance before Roboflow labeling
10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_combined/combined_filter_seed_008.jpg,8,round1_visual_accepted,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_008.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_008.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_visible_candidates/filter_candidate_008.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled/012_4nCQpRMGPtJYki3PyHK4dg.jpg,https://www.lge.co.kr/support/solutions-1433235107665,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=4nCQpRMGPtJYki3PyHK4dg&portalId=P1,프리필터를 바람이 잘 통하고 그늘진 곳에서 말리세요.,582b7ca4e8f29d75eb60b5d6f0889c6afba3c06c28224d69b103026276ec0163,52394,lg_official_support_public_page,official_public_support_candidate_not_explicit_training_license,filter,ready_for_roboflow_filter_bbox,accepted_filter_visible_candidate,LG official support image candidate; verify visual relevance before Roboflow labeling
10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_combined/combined_filter_seed_009.jpg,9,round1_visual_accepted,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_009.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_009.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_visible_candidates/filter_candidate_009.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled/013_lMbBhURfkX32jAgLdDHIfw.jpg,https://www.lge.co.kr/support/solutions-1433235107665,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=lMbBhURfkX32jAgLdDHIfw&portalId=P1,광촉매 탈취필터,84dcebba7bf1235a3c671bd5b01a183b50d56aa9efa3bdffd8218f2f802ecb45,29571,lg_official_support_public_page,official_public_support_candidate_not_explicit_training_license,filter,ready_for_roboflow_filter_bbox,accepted_filter_visible_candidate,LG official support image candidate; verify visual relevance before Roboflow labeling
10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_combined/combined_filter_seed_010.jpg,10,round1_visual_accepted,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_010.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_training_seed_accepted/lg_filter_seed_010.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_filter_visible_candidates/filter_candidate_010.jpg,10_원천이미지_raw/01_직접제공_승인후보/lg_official_support_crawled/014_vmcCJtIY1rvwBFl6URXUoA.jpg,https://www.lge.co.kr/support/solutions-1433235107665,https://gscs.lge.com/gscs/support/fileupload/downloadFile.do?fileId=vmcCJtIY1rvwBFl6URXUoA&portalId=P1,극초미세 먼지 필터,3cd9857e4b5313ca5746e0a39c128216a55a1f8843305025bcb68d597eb1400b,51465,lg_official_support_public_page,official_public_support_candidate_not_explicit_training_license,filter,ready_for_roboflow_filter_bbox,accepted_filter_visible_candidate,LG official support image candidate; verify visual relevance before Roboflow labeling
