image_name,label_name,width,height,x1,y1,x2,y2,yolo_class_id,class_name,method,review_status,notes,bbox_area_ratio,review_priority,review_reasons,bbox_aspect_ratio
user_primary_filter_002.jpg,user_primary_filter_002.txt,4000,2252,0,0,3363,1240,0,filter,projection_tightened,must_review_in_roboflow_refined_v2,Heuristic pre-label only; correct or delete in Roboflow before training.,0.4629,8,touches_image_edge|bbox_too_large|starts_near_top,2.712
user_primary_filter_007.jpg,user_primary_filter_007.txt,1204,548,72,0,1204,285,0,filter,projection_tightened,must_review_in_roboflow_refined_v2,Heuristic pre-label only; correct or delete in Roboflow before training.,0.4890,8,touches_image_edge|bbox_too_large|starts_near_top,3.972
user_primary_filter_011.png,user_primary_filter_011.txt,1252,463,10,0,1032,268,0,filter,projection_tightened,must_review_in_roboflow_refined_v2,Heuristic pre-label only; correct or delete in Roboflow before training.,0.4725,8,touches_image_edge|bbox_too_large|starts_near_top,3.813
user_primary_filter_020.jpg,user_primary_filter_020.txt,1192,482,0,0,448,422,0,filter,projection_tightened,must_review_in_roboflow_refined_v2,Heuristic pre-label only; correct or delete in Roboflow before training.,0.3291,8,touches_image_edge|bbox_large|odd_aspect_ratio|starts_near_top,1.062
user_primary_filter_022.jpg,user_primary_filter_022.txt,1228,519,0,10,1228,253,0,filter,projection_tightened,must_review_in_roboflow_refined_v2,Heuristic pre-label only; correct or delete in Roboflow before training.,0.4682,8,touches_image_edge|bbox_too_large|starts_near_top,5.053
user_primary_filter_026.jpg,user_primary_filter_026.txt,964,723,0,0,916,382,0,filter,projection_tightened,must_review_in_roboflow_refined_v2,Heuristic pre-label only; correct or delete in Roboflow before training.,0.5020,8,touches_image_edge|bbox_too_large|starts_near_top,2.398
user_primary_filter_027.jpg,user_primary_filter_027.txt,1135,602,65,0,1047,515,0,filter,projection_tightened,must_review_in_roboflow_refined_v2,Heuristic pre-label only; correct or delete in Roboflow before training.,0.7402,8,touches_image_edge|bbox_too_large|starts_near_top,1.907
user_primary_filter_046.jpg,user_primary_filter_046.txt,1116,467,0,7,1116,397,0,filter,projection_tightened,must_review_in_roboflow_refined_v2,Heuristic pre-label only; correct or delete in Roboflow before training.,0.8351,8,touches_image_edge|bbox_too_large|starts_near_top,2.862
user_primary_filter_061.jpg,user_primary_filter_061.txt,1069,510,0,0,1069,434,0,filter,keep_original_no_tightening,must_review_in_roboflow_refined_v2,Heuristic pre-label only; correct or delete in Roboflow before training.,0.8510,8,touches_image_edge|bbox_too_large|starts_near_top,2.463
user_primary_filter_085.png,user_primary_filter_085.txt,979,547,30,0,796,408,0,filter,projection_tightened,must_review_in_roboflow_refined_v2,Heuristic pre-label only; correct or delete in Roboflow before training.,0.5836,8,touches_image_edge|bbox_too_large|starts_near_top,1.877
