combined_relative_path,combined_index,source_manifest,relative_path,reviewed_relative_path,candidate_relative_path,index,reviewed_index,candidate_index,original_file_name,source_group,source_page,url,alt,sha256,bytes,width,height,image_format,source_type,license_status,appliance_form,target_class,label_status,visual_review_status,notes
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_user_plus_reviewed_185/wall_filter_combined_001.jpg,1,user_provided_wall_filter_20260615_manifest.csv,10_원천이미지_raw/01_직접제공_승인후보/user_provided_wall_filter_20260615_normalized/user_wall_filter_001.jpg,,,1,,,그림100.jpg,LG 벽걸이 에어컨 필터 사진 2차,,,,f8732a3dab119671811cd882c4670b88d1de443875b08166bbda6ec96cc752e7,102163,1200,636,JPEG,user_provided_wall_mounted_filter_image,user_provided_for_project_verify_origin_before_public_release,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_user_provided_wall_mounted_candidate,User supplied LG wall-mounted filter image candidate; label only visible filter mesh/filter part.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_user_plus_reviewed_185/wall_filter_combined_002.jpg,2,user_provided_wall_filter_20260615_manifest.csv,10_원천이미지_raw/01_직접제공_승인후보/user_provided_wall_filter_20260615_normalized/user_wall_filter_002.jpg,,,2,,,그림71.jpg,LG 벽걸이 에어컨 필터 사진 2차,,,,ce8713f1684055259d0e83b4819354c3a9a0b6aea0f8de8c4b50903b09b4bf44,2648430,4000,2252,JPEG,user_provided_wall_mounted_filter_image,user_provided_for_project_verify_origin_before_public_release,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_user_provided_wall_mounted_candidate,User supplied LG wall-mounted filter image candidate; label only visible filter mesh/filter part.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_user_plus_reviewed_185/wall_filter_combined_003.jpg,3,user_provided_wall_filter_20260615_manifest.csv,10_원천이미지_raw/01_직접제공_승인후보/user_provided_wall_filter_20260615_normalized/user_wall_filter_003.jpg,,,3,,,그림72.jpg,LG 벽걸이 에어컨 필터 사진 2차,,,,2010167f35ac914aca77c56a7091b4b33af98dd9f3e65949f2014bedae65a5e2,716296,3974,2077,JPEG,user_provided_wall_mounted_filter_image,user_provided_for_project_verify_origin_before_public_release,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_user_provided_wall_mounted_candidate,User supplied LG wall-mounted filter image candidate; label only visible filter mesh/filter part.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_user_plus_reviewed_185/wall_filter_combined_004.jpg,4,user_provided_wall_filter_20260615_manifest.csv,10_원천이미지_raw/01_직접제공_승인후보/user_provided_wall_filter_20260615_normalized/user_wall_filter_004.jpg,,,4,,,그림73.jpg,LG 벽걸이 에어컨 필터 사진 2차,,,,bdbb5302c140aee58a5414530e77ce5bd4a53e773395a165537762e246023f6a,69907,1128,516,JPEG,user_provided_wall_mounted_filter_image,user_provided_for_project_verify_origin_before_public_release,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_user_provided_wall_mounted_candidate,User supplied LG wall-mounted filter image candidate; label only visible filter mesh/filter part.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_user_plus_reviewed_185/wall_filter_combined_005.jpg,5,user_provided_wall_filter_20260615_manifest.csv,10_원천이미지_raw/01_직접제공_승인후보/user_provided_wall_filter_20260615_normalized/user_wall_filter_005.jpg,,,5,,,그림74.jpg,LG 벽걸이 에어컨 필터 사진 2차,,,,4859a3cc2bd85389c2cbb92cae5ff618cdba85612469a4b5269ee30d8f37628e,509029,3800,1542,JPEG,user_provided_wall_mounted_filter_image,user_provided_for_project_verify_origin_before_public_release,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_user_provided_wall_mounted_candidate,User supplied LG wall-mounted filter image candidate; label only visible filter mesh/filter part.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_user_plus_reviewed_185/wall_filter_combined_006.jpg,6,user_provided_wall_filter_20260615_manifest.csv,10_원천이미지_raw/01_직접제공_승인후보/user_provided_wall_filter_20260615_normalized/user_wall_filter_006.jpg,,,6,,,그림75.jpg,LG 벽걸이 에어컨 필터 사진 2차,,,,499b646ba59db139d5e74018b9e884151e50eec284244ed32191770fa812d664,99722,1230,490,JPEG,user_provided_wall_mounted_filter_image,user_provided_for_project_verify_origin_before_public_release,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_user_provided_wall_mounted_candidate,User supplied LG wall-mounted filter image candidate; label only visible filter mesh/filter part.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_user_plus_reviewed_185/wall_filter_combined_007.jpg,7,user_provided_wall_filter_20260615_manifest.csv,10_원천이미지_raw/01_직접제공_승인후보/user_provided_wall_filter_20260615_normalized/user_wall_filter_007.jpg,,,7,,,그림76.jpg,LG 벽걸이 에어컨 필터 사진 2차,,,,8147d297a7c6adc77c45f1be5e6a31a403ab726ec0851397854a466e68ac76aa,104188,1204,548,JPEG,user_provided_wall_mounted_filter_image,user_provided_for_project_verify_origin_before_public_release,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_user_provided_wall_mounted_candidate,User supplied LG wall-mounted filter image candidate; label only visible filter mesh/filter part.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_user_plus_reviewed_185/wall_filter_combined_008.jpg,8,user_provided_wall_filter_20260615_manifest.csv,10_원천이미지_raw/01_직접제공_승인후보/user_provided_wall_filter_20260615_normalized/user_wall_filter_008.jpg,,,8,,,그림77.jpg,LG 벽걸이 에어컨 필터 사진 2차,,,,7418ea3508ded43ab92bbc1f5e764272faf0373d3c9acceb2f046a2d5fb4e728,83356,952,680,JPEG,user_provided_wall_mounted_filter_image,user_provided_for_project_verify_origin_before_public_release,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_user_provided_wall_mounted_candidate,User supplied LG wall-mounted filter image candidate; label only visible filter mesh/filter part.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_user_plus_reviewed_185/wall_filter_combined_009.png,9,user_provided_wall_filter_20260615_manifest.csv,10_원천이미지_raw/01_직접제공_승인후보/user_provided_wall_filter_20260615_normalized/user_wall_filter_009.png,,,9,,,그림78.png,LG 벽걸이 에어컨 필터 사진 2차,,,,f3e328012fa5c0b9ac3df5a2234d1ccc3440643137e02ef98f578765e72598ce,732296,1231,550,PNG,user_provided_wall_mounted_filter_image,user_provided_for_project_verify_origin_before_public_release,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_user_provided_wall_mounted_candidate,User supplied LG wall-mounted filter image candidate; label only visible filter mesh/filter part.
10_원천이미지_raw/20_학습후보/lg_wall_mounted_filter_user_plus_reviewed_185/wall_filter_combined_010.png,10,user_provided_wall_filter_20260615_manifest.csv,10_원천이미지_raw/01_직접제공_승인후보/user_provided_wall_filter_20260615_normalized/user_wall_filter_010.png,,,10,,,그림79.png,LG 벽걸이 에어컨 필터 사진 2차,,,,37f2f20f119a5808d3249ebe1353856b186f33e3f1e783177875bdc58ec33d59,464770,946,465,PNG,user_provided_wall_mounted_filter_image,user_provided_for_project_verify_origin_before_public_release,wall_mounted,filter,ready_for_roboflow_filter_bbox,accepted_user_provided_wall_mounted_candidate,User supplied LG wall-mounted filter image candidate; label only visible filter mesh/filter part.
